id,f1,f2,f3,f4,f5,f6,f7,f8,f9
8853,2454,2080,56,5,181,242,20,4,241
8854,3968,2435,56,99,271,315,2152,56,315
8855,64,3916,31,91,296,164,1307,26,166
8856,3002,1373,55,69,229,156,895,66,113
8857,7306,499,56,5,402,5,929,4,6
8858,5306,1500,22,30,346,266,2227,65,265
8859,6191,3870,0,27,268,189,939,9,193
8860,2910,1385,56,5,338,207,2285,28,181
8861,5465,2689,56,5,167,5,2118,4,6
8862,5073,3455,56,142,332,321,1761,56,322
8863,3327,3800,100,137,292,151,2059,24,29
8864,2454,3917,56,142,399,0,893,50,0
8865,5768,3114,56,16,313,316,958,20,316
8866,6956,2713,56,142,63,144,2094,56,149
8867,1676,3768,56,158,348,162,893,50,165
8868,1120,105,56,43,155,162,186,50,165
8869,5846,1730,56,142,110,67,2203,58,295
8870,4669,2768,56,5,260,233,1399,4,78
8871,537,2482,56,72,128,112,2003,6,118
8872,800,3000,56,33,202,247,1307,26,246
8873,3957,1971,56,70,412,244,1723,4,243
8874,5654,3960,56,158,407,144,1105,56,149
8875,5105,3743,56,142,140,144,1391,56,149
8876,248,1625,37,95,165,186,1057,66,190
8877,1311,653,110,151,133,240,2027,66,178
8878,4730,16,56,5,103,162,893,50,165
8879,953,487,56,43,362,317,1529,50,171
8880,2454,3908,56,5,448,249,893,50,248
8881,1120,1131,56,16,156,162,893,50,165
8882,4550,929,56,72,255,240,1279,66,178
8883,5435,432,56,5,6,34,323,39,38
8884,7115,4216,112,167,341,19,1176,27,23
8885,4205,112,56,33,440,0,2258,50,0
8886,7238,2044,37,95,101,48,2148,22,51
8887,1145,3650,56,57,230,238,1021,50,237
8888,2073,2055,9,11,434,280,1682,29,280
8889,5171,3903,56,142,15,162,893,50,165
8890,1120,2678,117,156,299,156,881,66,113
8891,3968,3972,56,63,301,194,1095,66,198
8892,5256,3308,56,5,277,249,893,50,248
8893,2837,723,56,57,376,162,1700,50,165
8894,5197,2618,56,5,51,20,1780,4,24
8895,7456,1252,56,99,309,220,1898,48,22
8896,6793,268,56,158,101,48,132,22,51
8897,953,2233,112,152,404,330,1914,8,329
8898,2332,2554,9,65,385,280,876,29,280
8899,7452,1942,56,16,37,204,2069,28,2
8900,5821,1697,56,16,36,231,1021,50,231
8901,4034,414,56,5,423,249,893,50,248
8902,4550,2341,56,5,413,194,1598,66,198
8903,1974,695,37,95,268,189,940,9,193
8904,1676,1107,56,142,231,249,893,50,248
8905,7456,1907,56,142,376,162,893,50,165
8906,2454,1653,56,142,15,276,2087,27,276
8907,2106,4109,110,151,133,240,109,66,178
8908,2073,2932,9,65,379,56,482,29,58
8909,1809,794,56,5,355,249,893,50,248
8910,1120,3020,56,33,349,162,893,50,165
8911,5686,2359,56,158,372,249,893,50,248
8912,5300,1958,56,57,326,144,2012,56,149
8913,2837,3751,56,99,317,194,1095,66,198
8914,4574,2804,1,0,111,155,528,48,159
8915,758,1874,56,99,321,244,2273,4,243
8916,4170,363,56,142,376,308,2225,48,250
8917,2413,3883,94,128,216,154,1616,0,158
8918,6427,343,3,2,128,61,1466,33,64
8919,526,533,88,120,438,333,2287,34,333
8920,1182,2966,110,151,219,156,895,66,113
8921,1534,507,37,44,342,162,893,50,165
8922,2525,2728,67,85,240,154,798,0,158
8923,953,183,56,5,404,33,1914,8,37
8924,2051,1769,74,101,51,241,1030,8,240
8925,924,543,56,5,311,281,78,31,281
8926,505,3307,112,152,372,162,854,50,165
8927,3022,3888,124,68,154,118,1160,42,124
8928,2866,4019,56,99,334,8,1698,4,9
8929,6997,396,56,5,90,316,1670,20,316
8930,943,1350,100,137,205,191,479,66,195
8931,3327,2664,76,105,241,236,380,24,235
8932,4317,1849,56,70,31,76,1351,28,80
8933,4517,3275,56,99,12,162,893,50,165
8934,7367,997,56,16,345,249,893,50,248
8935,68,2895,31,91,296,162,893,50,165
8936,3957,2455,56,33,185,290,1329,48,69
8937,5768,823,56,142,423,249,893,50,248
8938,7416,2223,56,158,348,249,893,50,248
8939,1120,793,56,5,423,162,893,50,165
8940,4626,3948,56,142,423,162,893,50,165
8941,7360,3773,100,137,17,151,909,24,29
8942,1120,470,56,33,379,174,2154,50,177
8943,1424,3830,71,103,383,164,1307,26,166
8944,6464,2768,56,5,260,233,1399,4,78
8945,7452,1794,56,16,37,0,893,50,0
8946,3559,1018,39,46,229,299,403,0,112
8947,5368,1586,56,142,231,249,1193,50,248
8948,4856,3129,56,72,248,240,2209,66,178
8949,5465,2413,56,5,307,249,1193,50,248
8950,3152,1267,56,43,212,120,1331,18,126
8951,4338,2895,31,91,296,249,893,50,248
8952,2180,4051,56,57,426,259,1342,43,259
8953,2981,2872,96,9,219,156,895,66,113
8954,1376,1843,94,128,216,156,995,66,113
8955,4328,647,56,57,426,162,893,50,165
8956,3957,3776,103,97,219,299,1871,0,112
8957,6088,1022,56,158,121,82,2085,19,85
8958,5166,816,56,57,238,341,274,21,341
8959,2543,3944,9,11,146,325,2122,21,324
8960,2894,2779,56,142,157,162,893,50,165
8961,65,233,37,44,373,25,1818,65,30
8962,5155,1844,56,158,314,48,2022,22,51
8963,6008,2853,56,142,207,249,893,50,248
8964,3482,3816,56,142,63,231,893,50,231
8965,1120,3181,56,43,228,276,2087,27,276
8966,3178,957,56,57,230,247,133,26,246
8967,5922,13,56,43,187,0,893,50,0
8968,5767,2049,39,20,153,57,0,3,60
8969,470,414,56,5,423,249,893,50,248
8970,5105,2287,56,142,419,308,476,48,250
8971,7145,2881,103,97,219,299,886,0,112
8972,3704,3378,56,142,15,162,1193,50,165
8973,3820,2728,67,85,240,299,1586,0,112
8974,3957,2858,56,142,51,33,1914,8,37
8975,3487,3925,56,158,348,249,1193,50,248
8976,105,1380,37,44,284,25,1431,65,30
8977,1187,2013,110,151,240,154,881,0,158
8978,582,2940,56,5,237,266,2090,65,265
8979,7335,2043,56,16,37,0,893,50,0
8980,753,1555,9,11,95,249,893,50,248
8981,0,15,56,43,187,249,893,50,248
8982,2761,2347,56,16,270,325,960,21,324
8983,3591,5,56,99,20,194,566,66,198
8984,2898,3975,56,99,186,249,893,50,248
8985,6479,1460,72,138,104,169,800,24,172
8986,6692,4198,112,152,171,73,34,3,77
8987,2354,2404,56,158,215,325,274,21,324
8988,2051,4094,22,30,9,330,434,8,329
8989,4327,2901,56,5,433,308,114,48,250
8990,196,3927,56,142,239,162,893,50,165
8991,3770,1132,56,16,284,305,1073,65,306
8992,3957,2082,56,142,231,325,1615,21,324
8993,5529,4100,56,16,270,162,893,50,165
8994,4078,622,56,33,379,162,993,50,165
8995,1120,3989,56,33,440,249,893,50,248
8996,39,2468,56,142,420,170,2203,58,173
8997,1676,3938,56,70,350,281,78,31,281
8998,5465,1465,56,5,173,194,1078,66,198
8999,2876,1775,10,13,368,249,893,50,248
9000,6695,4156,32,138,270,249,893,50,248
9001,7187,2903,56,43,327,162,893,50,165
9002,543,3378,56,142,15,249,893,50,248
9003,3629,1688,37,44,200,162,893,50,165
9004,575,2853,56,142,207,249,1193,50,248
9005,3592,1162,27,35,216,160,131,0,163
9006,3198,2904,56,142,117,0,893,50,0
9007,277,3952,56,158,293,249,1193,50,248
9008,2866,1994,56,142,419,276,198,27,276
9009,6801,889,126,175,216,154,879,0,158
9010,4459,3117,56,5,103,162,893,50,165
9011,3722,2883,56,99,56,249,893,50,248
9012,683,1429,0,27,241,37,1376,24,49
9013,1448,2839,56,142,223,155,637,48,159
9014,615,2788,56,16,341,19,2087,27,23
9015,1676,301,71,103,387,162,893,50,165
9016,7344,2883,56,142,8,249,893,50,248
9017,3435,551,56,158,215,162,893,50,165
9018,4040,3381,117,156,233,160,889,0,163
9019,417,2883,56,142,8,249,893,50,248
9020,2245,469,110,151,233,299,693,0,112
9021,733,2405,3,2,279,241,1030,8,240
9022,7178,2297,56,142,443,341,274,21,341
9023,5447,3652,56,5,90,249,893,50,248
9024,3373,1445,3,2,445,266,1484,65,265
9025,2247,2484,22,30,9,242,689,4,241
9026,2529,3758,56,70,245,162,893,50,165
9027,2320,2297,112,152,443,164,112,26,166
9028,6031,2988,48,19,306,249,893,50,248
9029,1120,91,56,16,313,162,893,50,165
9030,2454,3961,71,103,268,298,1120,9,300
9031,73,4033,56,72,119,107,743,30,110
9032,4550,1315,56,70,165,240,2259,66,178
9033,6191,214,56,142,316,269,1505,4,268
9034,4814,1251,56,158,200,109,566,31,114
9035,5957,4035,56,158,348,132,603,23,136
9036,6198,2645,56,142,276,91,726,4,93
9037,707,2897,51,62,241,236,9,24,235
9038,4768,2848,56,142,207,249,1193,50,248
9039,6202,488,56,5,69,242,1737,4,241
9040,5306,2990,56,5,346,266,1793,65,265
9041,6534,2084,71,103,376,238,2143,50,237
9042,1311,952,94,128,216,154,995,0,158
9043,416,136,56,33,349,249,893,50,248
9044,5734,1532,60,77,219,156,895,66,113
9045,6361,2566,56,5,359,241,1033,8,240
9046,1589,2643,25,149,222,75,1002,66,59
9047,6996,2690,56,158,257,0,1070,50,0
9048,2543,2905,56,33,226,162,186,50,165
9049,1676,3521,56,70,99,238,1021,50,237
9050,1733,3042,56,57,426,211,1688,53,213
9051,6882,767,31,91,135,247,1307,26,246
9052,472,371,56,142,355,162,893,50,165
9053,3476,4074,56,16,377,192,2145,9,196
9054,3760,1555,9,11,95,341,274,21,341
9055,2597,2021,101,141,241,283,638,24,286
9056,1120,1696,56,158,372,278,73,53,278
9057,7456,3618,56,5,173,144,2158,56,149
9058,1120,732,56,43,228,0,250,50,0
9059,6112,2332,56,99,410,249,1081,50,248
9060,2115,3615,56,99,20,187,204,25,191
9061,53,439,56,158,372,0,893,50,0
9062,1887,2289,56,5,90,162,893,50,165
9063,7388,3652,56,5,90,249,893,50,248
9064,5115,611,56,70,335,162,1193,50,165
9065,3563,892,56,158,74,48,1618,22,51
9066,6534,1479,56,158,171,176,34,5,104
9067,5737,599,58,75,219,156,895,66,113
9068,201,674,67,85,240,160,798,0,163
9069,3739,540,56,99,334,308,114,48,250
9070,5101,3046,56,57,414,0,22,50,0
9071,4040,2135,35,116,216,154,879,0,158
9072,7456,2293,56,5,275,281,618,31,281
9073,1676,2653,56,142,63,341,274,21,341
9074,7344,32,71,103,231,240,2087,66,178
9075,4040,3342,67,85,259,154,798,0,158
9076,1120,341,40,112,348,249,893,50,248
9077,1215,1743,27,35,216,154,879,0,158
9078,156,367,56,70,31,341,274,21,341
9079,6153,2899,3,2,203,242,656,4,241
9080,3656,2848,56,142,207,249,1193,50,248
9081,241,2168,7,7,372,341,890,21,341
9082,4911,4072,75,102,205,36,1434,24,40
9083,2837,3755,56,142,10,162,893,50,165
9084,3170,1772,44,51,83,51,536,34,54
9085,1931,195,115,155,233,299,886,0,112
9086,687,2852,56,142,157,162,893,50,165
9087,6380,300,56,99,238,249,893,50,248
9088,1676,413,56,142,423,0,893,50,0
9089,5465,2557,56,142,276,274,563,4,274
9090,5151,1608,56,158,407,108,177,28,111
9091,1365,775,40,86,219,156,895,66,113
9092,7478,15,56,43,187,249,893,50,248
9093,400,2619,56,5,376,162,893,50,165
9094,3273,378,56,16,270,308,1006,48,250
9095,1809,959,56,5,448,249,1081,50,248
9096,64,3452,37,44,373,186,1057,66,190
9097,6882,582,9,11,146,249,1542,50,248
9098,1794,1750,126,175,216,154,879,0,158
9099,3529,1040,56,33,29,144,2094,56,149
9100,6882,3690,31,91,325,164,1307,26,166
9101,5079,2448,56,158,407,249,893,50,248
9102,1120,2031,56,158,257,249,893,50,248
9103,466,2304,56,142,376,0,540,50,0
9104,7456,1195,3,2,69,241,1030,8,240
9105,483,3272,56,16,328,280,2083,29,280
9106,3957,3411,56,142,6,323,239,39,211
9107,6431,2584,56,5,359,241,1033,8,240
9108,4170,2689,56,5,167,5,2118,4,6
9109,1676,3816,56,142,63,247,1307,26,246
9110,4375,2895,31,91,296,249,893,50,248
9111,6506,1844,56,158,314,337,1618,22,337
9112,1369,3696,126,175,216,156,895,66,113
9113,6429,3767,56,70,335,162,893,50,165
9114,5880,1135,71,42,274,249,893,50,248
9115,557,4027,56,16,270,325,1615,21,324
9116,3999,2805,37,95,205,236,1196,24,235
9117,2543,1497,56,33,379,162,893,50,165
9118,5211,3777,31,91,296,249,893,50,248
9119,2224,2484,22,30,9,242,689,4,241
9120,7094,2899,3,2,203,269,1557,4,268
9121,1507,31,56,33,226,194,134,66,198
9122,6862,2886,56,16,373,305,44,65,306
9123,3791,2446,56,16,164,158,1617,33,161
9124,1017,2460,56,70,335,249,893,50,248
9125,5846,938,56,99,422,178,816,39,205
9126,6802,3867,124,68,154,300,736,21,301
9127,5921,558,56,142,367,162,893,50,165
9128,7342,27,0,27,397,169,678,24,172
9129,2456,2082,56,142,231,341,274,21,341
9130,5073,2156,27,35,216,154,948,0,158
9131,2244,2764,27,35,6,4,1699,39,5
9132,6425,1311,71,103,376,162,893,50,165
9133,5169,388,56,70,11,10,164,20,12
9134,6615,2469,56,142,346,31,2090,65,156
9135,3754,881,56,5,237,17,44,65,20
9136,3270,2041,56,33,160,162,1193,50,165
9137,6065,3065,56,43,30,325,1615,21,324
9138,2837,2647,56,142,276,274,563,4,274
9139,1120,3483,56,158,4,249,893,50,248
9140,1046,1170,67,85,233,160,798,0,163
9141,1676,1143,56,158,293,0,2258,50,0
9142,1507,1937,56,99,8,249,893,50,248
9143,1178,706,46,54,219,156,895,66,113
9144,1809,1704,56,158,348,249,893,50,248
9145,3292,2693,56,70,282,0,893,50,0
9146,198,2467,56,16,369,125,2030,27,130
9147,3625,3636,56,142,376,162,1193,50,165
9148,6087,2479,56,142,423,341,274,21,341
9149,3961,456,56,5,161,249,665,50,248
9150,673,348,37,95,205,169,1196,24,172
9151,6534,2647,56,142,276,274,563,4,274
9152,1363,272,56,158,254,337,1618,22,337
9153,360,3294,88,120,355,159,758,66,162
9154,1676,728,56,33,440,162,893,50,165
9155,1809,3985,56,5,90,249,893,50,248
9156,4912,3863,123,170,241,37,2319,24,49
9157,1120,1268,56,70,99,281,2142,31,281
9158,94,1354,56,16,373,13,2272,65,15
9159,1559,2222,56,72,48,266,2165,65,265
9160,2051,2228,56,5,413,308,476,48,250
9161,4781,2274,56,16,382,174,1090,50,177
9162,714,3086,13,174,233,156,895,66,113
9163,953,1761,56,142,175,325,1615,21,324
9164,5253,2528,56,158,314,295,1332,22,297
9165,3556,3181,84,114,228,316,300,20,316
9166,7036,747,56,70,31,249,893,50,248
9167,3997,1339,37,95,397,161,63,50,164
9168,2477,3281,56,142,355,193,1194,43,197
9169,1216,2417,56,142,346,31,2090,65,156
9170,1809,3028,56,33,427,249,1193,50,248
9171,6032,2700,56,5,413,155,1974,48,159
9172,1524,3956,56,33,416,325,1615,21,324
9173,7456,1670,56,5,87,77,448,23,81
9174,4206,1134,56,33,211,308,114,48,250
9175,1423,1031,56,43,228,317,1450,50,171
9176,3961,168,56,5,413,194,1095,66,198
9177,3110,1403,56,57,426,0,1193,50,0
9178,1179,3645,83,113,240,156,955,66,113
9179,6510,92,56,5,82,287,384,20,290
9180,2009,2922,56,5,120,249,893,50,248
9181,2500,2791,74,101,321,175,146,4,188
9182,1640,2377,56,158,258,155,455,48,159
9183,201,634,41,48,240,154,1951,0,158
9184,5803,2502,85,115,259,299,1430,0,112
9185,3010,2938,88,120,397,214,1244,5,216
9186,2142,189,56,33,437,271,1896,38,271
9187,6809,2375,56,33,440,249,893,50,248
9188,7456,2164,56,142,157,8,726,4,9
9189,4903,1088,56,5,273,287,384,20,290
9190,3307,2114,56,57,70,162,893,50,165
9191,7267,3979,56,70,286,187,1459,25,191
9192,4728,927,56,16,428,310,144,65,310
9193,824,848,37,44,357,57,865,3,60
9194,1777,3223,31,91,263,128,1361,5,224
9195,6108,3646,112,152,48,13,594,65,15
9196,7233,1277,56,5,93,207,2285,28,181
9197,3800,3940,56,5,90,162,893,50,165
9198,204,2443,56,5,166,96,763,56,98
9199,5384,3439,39,46,219,154,881,0,158
9200,1042,627,56,70,335,249,893,50,248
9201,472,413,56,142,355,249,893,50,248
9202,414,2070,56,142,376,249,893,50,248
9203,5684,2141,56,158,302,17,611,65,20
9204,3010,781,51,62,241,236,1276,24,235
9205,4321,1964,56,5,260,113,566,25,119
9206,3957,2619,56,5,376,249,893,50,248
9207,3323,1563,56,16,201,194,1095,66,198
9208,6970,606,56,142,419,44,1306,1,46
9209,922,299,56,5,210,0,893,50,0
9210,1705,4009,56,99,321,175,2265,4,188
9211,4093,1909,56,5,413,33,1914,8,37
9212,4376,4114,56,99,271,194,1095,66,198
9213,5946,2133,85,115,259,154,798,0,158
9214,6146,2391,56,5,376,231,1021,50,231
9215,2454,2418,80,110,330,8,1572,4,9
9216,4376,2905,56,33,226,162,186,50,165
9217,6191,2582,3,2,136,241,1386,8,240
9218,1327,3003,56,5,82,249,893,50,248
9219,3957,1315,56,70,165,117,100,50,123
9220,2624,2540,22,30,276,214,1914,5,216
9221,1120,3192,56,43,327,341,274,21,341
9222,2020,2560,56,33,226,325,274,21,324
9223,6825,3157,45,173,233,190,2150,0,194
9224,1605,3810,56,158,408,162,1193,50,165
9225,3397,2033,56,70,335,162,893,50,165
9226,502,848,71,103,357,73,381,3,77
9227,5946,2569,67,85,216,240,819,66,178
9228,32,2297,56,142,443,341,274,21,341
9229,1076,2695,35,39,216,299,1586,0,112
9230,4391,1267,56,43,212,329,1227,18,328
9231,4185,1270,56,33,400,249,893,50,248
9232,2837,3898,56,5,359,33,1914,8,37
9233,3957,1490,56,5,338,0,1189,50,0
9234,529,2467,56,16,369,276,795,27,276
9235,2743,354,107,146,219,156,895,66,113
9236,7517,3876,56,163,151,169,1196,24,172
9237,6234,1385,56,5,338,0,1193,50,0
9238,6059,3910,56,57,312,249,1193,50,248
9239,4772,2858,56,142,51,91,726,4,93
9240,4554,2757,3,2,203,33,2157,8,37
9241,7162,2272,71,103,376,249,1601,50,248
9242,4170,4013,59,76,219,154,881,0,158
9243,3601,3867,124,68,154,340,963,42,340
9244,6692,472,56,158,366,31,2090,65,156
9245,5136,1152,56,16,201,329,1227,18,328
9246,1120,1044,56,16,270,162,893,50,165
9247,2579,1599,56,99,267,84,1936,45,87
9248,6199,1976,80,110,330,242,1077,4,241
9249,1674,3442,56,16,105,162,893,50,165
9250,2541,430,56,5,355,276,2087,27,276
9251,2978,3911,56,57,426,0,435,50,0
9252,105,187,56,99,410,244,1557,4,243
9253,6572,1319,56,33,325,290,2225,48,69
9254,3233,1021,56,16,36,0,893,50,0
9255,4916,4131,56,16,242,194,1671,66,198
9256,614,105,56,43,155,207,2285,28,181
9257,2597,976,56,163,28,36,1196,24,40
9258,6358,2227,56,16,184,26,78,31,31
9259,3280,1021,56,16,36,325,274,21,324
9260,468,427,56,142,423,162,893,50,165
9261,3961,4010,56,99,321,120,566,18,126
9262,6399,1178,27,35,216,299,2313,0,112
9263,744,430,56,5,90,336,2087,27,336
9264,7456,488,56,5,69,242,1737,4,241
9265,1676,3903,56,158,215,162,893,50,165
9266,6065,957,56,57,70,238,835,50,237
9267,5784,1844,56,158,148,48,2022,22,51
9268,6330,2089,56,70,335,249,893,50,248
9269,3957,2596,56,142,32,5,871,4,6
9270,1192,2820,56,16,345,249,893,50,248
9271,273,598,56,16,201,162,893,50,165
9272,3722,2359,56,158,372,249,893,50,248
9273,4820,2883,56,142,8,249,893,50,248
9274,5544,2114,56,57,70,162,893,50,165
9275,7484,378,56,16,270,308,1006,48,250
9276,10,737,56,33,349,0,1189,50,0
9277,3652,2167,71,103,338,238,1646,50,237
9278,915,1376,123,170,241,283,1507,24,286
9279,2439,1955,9,65,57,325,742,21,324
9280,6958,2228,56,5,413,155,1974,48,159
9281,1034,708,56,33,31,249,893,50,248
9282,948,1642,56,5,34,20,1780,4,24
9283,6822,2706,9,65,96,280,845,29,280
9284,776,430,56,5,423,336,2087,27,336
9285,698,2848,56,142,300,329,1227,18,328
9286,6534,3005,56,5,399,249,893,50,248
9287,2052,751,56,158,348,0,893,50,0
9288,4967,4082,56,43,327,249,1193,50,248
9289,5686,3745,56,158,74,194,1095,66,198
9290,1120,1133,65,83,372,249,1081,50,248
9291,2866,3971,76,105,241,169,1603,24,172
9292,4931,760,40,86,219,156,895,66,113
9293,5311,2733,56,33,211,220,2188,48,22
9294,6451,914,56,99,8,162,893,50,165
9295,5769,1024,56,43,228,162,1193,50,165
9296,670,3216,56,33,349,249,893,50,248
9297,5941,1734,35,116,216,160,294,0,163
9298,1120,3986,56,5,93,162,893,50,165
9299,623,387,56,142,175,249,893,50,248
9300,3750,2486,56,5,359,173,114,4,176
9301,1483,3454,83,113,240,299,1122,0,112
9302,4170,618,94,128,216,154,995,0,158
9303,3586,2645,56,142,157,8,726,4,9
9304,145,576,56,16,37,108,311,28,111
9305,3877,1287,56,70,370,318,1551,51,317
9306,4842,3889,56,5,448,162,1193,50,165
9307,5715,712,123,170,205,37,2319,24,49
9308,2846,1142,56,142,32,20,1605,4,24
9309,4542,3294,88,120,355,159,758,66,162
9310,951,3935,56,158,348,249,893,50,248
9311,7371,2665,56,5,69,155,938,48,159
9312,4890,2371,56,5,448,162,893,50,165
9313,6065,1024,56,43,228,249,893,50,248
9314,2837,1308,56,5,136,214,1914,5,216
9315,2937,3420,56,57,356,249,893,50,248
9316,984,1279,77,79,219,154,881,0,158
9317,2837,3031,56,99,8,315,2158,56,315
9318,2125,1033,56,43,187,0,893,50,0
9319,3459,3940,56,5,93,162,893,50,165
9320,2920,1614,56,70,282,161,2071,50,164
9321,3154,319,13,174,240,156,895,66,113
9322,767,2461,87,119,240,154,881,0,158
9323,3397,3391,56,99,56,249,893,50,248
9324,3519,4020,56,99,271,315,2048,56,315
9325,2762,3272,56,16,201,0,893,50,0
9326,7456,2285,56,5,44,0,1193,50,0
9327,6362,186,56,5,359,241,1033,8,240
9328,6764,248,94,128,216,154,1936,0,158
9329,6247,2662,56,70,0,166,120,33,168
9330,820,627,112,152,335,249,893,50,248
9331,805,2976,56,142,63,308,2225,48,250
9332,6366,4019,56,99,334,194,1915,66,198
9333,650,99,56,72,59,309,145,64,66
9334,2082,3501,56,72,119,219,699,30,220
9335,2837,3518,56,99,186,249,893,50,248
9336,3030,3147,56,142,84,249,1678,50,248
9337,248,865,56,16,369,276,795,27,276
9338,39,2640,80,110,330,5,161,4,6
9339,356,2080,56,5,181,242,20,4,241
9340,953,636,56,70,0,155,2164,48,159
9341,4763,4002,75,102,17,151,941,24,29
9342,2837,1498,56,142,84,216,2080,23,217
9343,2784,873,56,33,16,178,33,39,205
9344,2847,2779,56,142,157,162,893,50,165
9345,67,2433,56,142,367,192,679,9,196
9346,6266,1644,56,5,311,144,65,56,149
9347,3961,748,5,4,73,8,445,4,9
9348,33,2901,56,5,376,249,1193,50,248
9349,6032,3249,56,57,426,325,274,21,324
9350,1730,1021,56,16,36,249,893,50,248
9351,2268,2662,56,70,0,166,120,33,168
9352,723,3957,56,142,15,0,2082,50,0
9353,307,2909,37,44,284,162,893,50,165
9354,728,1209,56,5,206,8,595,4,9
9355,557,2112,56,16,417,249,1081,50,248
9356,4913,4063,121,96,441,37,638,24,49
9357,5367,816,56,57,238,341,274,21,341
9358,7303,2311,22,30,359,241,2161,8,240
9359,3605,2030,56,99,269,249,893,50,248
9360,1329,610,98,134,222,159,895,66,162
9361,3154,399,94,128,216,154,895,0,158
9362,2741,1008,119,162,233,160,1134,0,163
9363,6949,1636,91,165,222,159,895,66,162
9364,7231,1535,107,146,233,154,881,0,158
9365,4170,3,117,156,299,100,834,0,102
9366,1645,2273,27,35,216,160,29,0,163
9367,3440,1732,121,96,268,189,939,9,193
9368,389,3489,124,68,154,59,1304,0,62
9369,4269,2681,56,5,376,281,78,31,281
9370,1120,2393,56,5,217,162,893,50,165
9371,4671,3820,56,5,346,266,1793,65,265
9372,869,3309,56,16,313,162,893,50,165
9373,2066,2491,112,152,359,144,1097,56,149
9374,7188,3362,56,33,324,0,2258,50,0
9375,5465,1094,74,101,283,330,562,8,329
9376,1258,957,56,57,230,231,1021,50,231
9377,4005,2940,56,5,237,31,2090,65,156
9378,322,465,56,158,366,31,1768,65,156
9379,3957,3018,56,5,9,89,2273,4,91
9380,4467,1762,56,70,335,249,893,50,248
9381,7139,2444,56,72,248,17,1809,65,20
9382,5730,3036,40,86,240,156,895,66,113
9383,2073,2974,95,129,236,35,875,54,39
9384,4883,1385,56,5,338,207,2285,28,181
9385,2951,558,56,142,223,249,893,50,248
9386,4524,3295,56,142,423,162,1193,50,165
9387,4584,3857,56,33,440,276,1398,27,276
9388,416,1154,56,99,8,0,893,50,0
9389,5768,3578,83,113,233,57,1579,3,60
9390,1590,2897,51,62,241,151,1129,24,29
9391,5019,14,83,113,240,299,1122,0,112
9392,6005,794,56,5,423,0,2260,50,0
9393,1696,1349,56,5,275,341,59,21,341
9394,97,2307,56,16,373,194,1598,66,198
